gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT01_2744817,complete,,LCK,2022,Spring,0,3/03/2022 8:40,2,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Hecarim,Zeri,Twisted Fate,Ziggs,Syndra,2154,1,15,9,33,15,9,2,0,0,0,0,,,,0.4178,0.6685,0,1,4,1,4,0,1,0,0,0,0,,0,0,1,2,0,1,2,0,1,11,4,1,1,10,5,4,0,87474,2436.6017,,2397.2981,1890.3064,134,3.7326,46,1.2813,46,293,8.1616,66592,43239,1204.429,,61225,0.0714739,,840,259,,,30.6128,16531,19654,362,15939,19298,344,592,356,18,1,3,2,2,2,1,26672,31202,576,26068,32097,582,604,-895,-6,2,5,3,3,3,2
ESPORTSTMNT01_2770993,complete,,LCK,2022,Spring,0,6/03/2022 9:38,1,12.04,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Akali,Ryze,Leona,Tryndamere,Renekton,2105,1,16,15,30,16,15,2,0,0,0,0,,,,0.4561,0.8836,1,2,2,2,2,1,0,1,0,0,0,,0,0,1,2,0,0,0,1,1,9,4,1,1,10,1,1,0,64293,1832.5796,,2297.6722,1868.7506,154,4.3895,68,1.9382,61,284,8.095,67146,44301,1262.7363,,61405,-0.0292065,,989,238,,,34.9739,16290,18001,343,15819,17777,311,471,224,32,2,6,3,3,5,2,26842,29377,544,23482,28059,490,3360,1318,54,4,9,4,4,7,4
ESPORTSTMNT01_2771060,complete,,LCK,2022,Spring,0,6/03/2022 11:44,2,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ryze,Zeri,Akali,Jayce,Tryndamere,2052,1,17,17,36,17,17,2,0,0,0,0,,,,0.4971,0.9942,1,3,2,3,2,0,1,1,1,0,0,,0,0,0,0,2,1,1,0,1,10,4,1,1,5,6,1,0,77072,2253.5673,,3104.9708,2236.6082,126,3.6842,68,1.9883,45,269,7.8655,65082,42770,1250.5848,,59185,-0.0390955,,904,216,,,32.7485,15030,18239,340,15497,18837,349,-467,-598,-9,0,0,1,1,1,0,24216,29638,550,23601,29039,537,615,599,13,1,2,1,1,1,1
ESPORTSTMNT01_2773445,complete,,LCK,2022,Spring,0,11/03/2022 7:00,1,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Volibear,Zeri,Nautilus,Rakan,Akshan,2179,1,14,11,32,14,11,1,0,0,0,1,,,,0.3855,0.6884,0,1,4,0,4,0,0,0,0,0,0,,1,0,1,1,0,1,1,0,0,10,3,1,0,7,0,2,0,72974,2009.3804,,2259.2657,2189.6558,153,4.2129,56,1.542,54,296,8.1505,68918,45314,1247.7467,,62775,0.0990596,,886,273,,,31.9137,16286,17971,332,16443,18556,334,-157,-585,-2,3,7,4,4,11,3,26476,29434,550,24725,30080,541,1751,-646,9,4,8,5,5,12,4
ESPORTSTMNT01_2773482,complete,,LCK,2022,Spring,0,11/03/2022 8:45,2,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Volibear,Zeri,Nautilus,Akshan,Lee Sin,1860,0,8,20,19,8,20,0,0,0,0,1,,,,0.2581,0.9032,1,1,3,1,3,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,1,2,7,0,0,7,1,0,1,56771,1831.3226,,2805.5484,2477.5484,116,3.7419,50,1.6129,40,257,8.2903,51753,31403,1013,,51555,0.0533705,,794,208,,,32.3226,16162,18961,342,14691,18069,327,1471,892,15,1,2,0,0,0,1,25572,29359,517,25151,31180,519,421,-1821,-2,3,5,6,6,13,3
ESPORTSTMNT01_2773491,complete,,LCK,2022,Spring,0,11/03/2022 9:44,3,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Volibear,Zeri,Ryze,Malphite,Rakan,1807,1,21,12,36,21,12,3,1,0,0,1,,,,0.6973,1.0957,1,4,0,4,0,1,1,2,0,0,0,,0,0,1,2,0,1,1,0,1,11,1,1,1,10,1,3,0,79272,2632.1638,,2371.6436,2464.6818,113,3.7521,55,1.8262,42,234,7.7698,61598,41789,1387.5706,,55780,0.206269,,786,241,,,34.1007,17943,18304,329,14657,18017,297,3286,287,32,6,7,2,2,2,6,29684,30093,528,23262,28309,463,6422,1784,65,10,11,5,5,5,10
ESPORTSTMNT04_2210465,complete,,LCK,2022,Spring,0,13/03/2022 7:29,1,12.04,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zoe,Ryze,Jinx,Vex,Sylas,1145,1,19,4,38,19,4,4,1,0,0,1,,,,0.9956,1.2052,0,1,1,1,1,0,0,0,1,0,0,,0,0,1,2,0,0,0,0,1,8,0,1,1,12,1,1,0,47062,2466.131,,2367.1441,1433.9214,61,3.1965,17,0.8908,22,121,6.3406,44789,31732,1662.8122,,35283,0.227779,,577,160,,,38.6201,16822,19842,354,15494,19156,333,1328,686,21,2,3,1,1,0,2,32541,34710,581,22996,28905,488,9545,5805,93,10,18,3,3,3,10
ESPORTSTMNT04_2210474,complete,,LCK,2022,Spring,0,13/03/2022 8:27,2,12.04,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zoe,Zeri,Ryze,Akali,Kennen,1194,1,22,4,32,22,4,3,1,0,0,1,,,,1.1055,1.3065,1,1,0,1,0,1,0,0,0,0,0,,0,0,1,2,0,0,0,0,1,10,0,1,1,12,0,2,0,46322,2327.7387,,2858.995,1869.9497,52,2.6131,23,1.1558,21,112,5.6281,46550,32993,1657.9397,,41125,0.362657,,621,161,,,39.2965,17525,20301,378,14611,17214,321,2914,3087,57,3,2,0,0,0,3,31805,34455,615,21768,25471,460,10037,8984,155,9,8,2,2,5,9
ESPORTSTMNT02_2662403,complete,,LCK,2022,Spring,0,18/03/2022 6:41,1,12.05,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Irelia,Akali,Nautilus,Xayah,Rakan,2465,0,10,19,23,10,19,1,1,0,0,1,,,,0.2434,0.7059,0,2,4,1,4,1,0,0,0,0,0,,1,0,1,2,0,0,0,2,1,8,9,1,1,7,3,2,1,106075,2581.9473,,3121.8256,2895.286,161,3.9189,65,1.5822,67,328,7.9838,74734,48213,1173.5416,,74750,0.0109628,,1099,307,,,34.2231,16526,18780,320,15135,18660,326,1391,120,-6,2,1,1,1,0,2,25557,29966,526,23381,30735,558,2176,-769,-32,2,1,1,1,0,2
ESPORTSTMNT02_2672267,complete,,LCK,2022,Spring,0,18/03/2022 8:52,2,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Gragas,Zeri,Hecarim,Renata Glasc,Aphelios,1293,1,23,3,36,23,3,5,1,0,0,1,,,,1.0673,1.2065,1,2,0,2,0,0,0,1,1,0,0,,0,0,0,1,1,1,1,0,1,10,2,1,1,7,5,1,0,58355,2707.8886,,2764.6868,2354.8028,74,3.4339,18,0.8353,26,146,6.7749,48669,34102,1582.4594,,39225,0.225216,,595,168,,,35.406,17553,19781,339,15269,18813,342,2284,968,-3,5,7,1,1,1,5,29196,31956,529,22732,27303,477,6464,4653,52,11,17,2,2,3,11
ESPORTSTMNT02_2672271,complete,,LCK,2022,Spring,0,18/03/2022 9:39,3,12.05,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Gragas,Hecarim,Irelia,Aphelios,Jinx,1494,1,20,8,44,20,8,1,1,0,0,1,,,,0.8032,1.1245,0,1,2,1,2,0,0,0,1,0,0,,0,0,1,2,0,1,1,0,1,11,1,1,1,7,2,3,0,70030,2812.4498,,2414.8193,2450.1205,86,3.4538,27,1.0843,31,159,6.3855,53036,36419,1462.6104,,45875,0.209246,,651,186,,,33.6145,16565,19242,339,15345,19495,352,1220,-253,-13,3,3,1,1,1,3,28777,32108,550,24015,30717,541,4762,1391,9,9,11,4,4,8,9
ESPORTSTMNT02_2672727,complete,,LCK,2022,Spring,0,20/03/2022 7:42,1,12.05,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Akali,Hecarim,Ryze,Tryndamere,Jinx,1764,1,16,4,34,16,4,1,0,0,0,1,,,,0.5442,0.6803,0,4,1,4,1,0,0,3,0,0,1,,0,0,0,1,1,0,0,0,1,8,1,1,1,5,4,1,0,72697,2472.6871,,2033.8095,1861.9728,103,3.5034,46,1.5646,46,241,8.1973,56210,36839,1253.0272,,48775,0.11881,,837,219,,,35.9184,16299,19232,363,15084,18926,335,1215,306,28,1,1,1,1,0,1,25644,31050,590,24175,30863,553,1469,187,37,1,1,2,2,3,1
ESPORTSTMNT02_2672743,complete,,LCK,2022,Spring,0,20/03/2022 9:39,2,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Hecarim,Jinx,Akali,Volibear,1831,1,21,9,45,21,9,1,0,0,0,1,,,,0.6881,0.9831,1,4,0,4,0,0,1,0,1,0,2,,0,0,0,1,1,1,1,0,0,10,2,1,1,2,3,1,0,63373,2076.6685,,2526.8487,2488.5745,98,3.2114,38,1.2452,42,210,6.8815,60657,40603,1330.5188,,57960,0.197681,,843,200,,,34.178,18555,19056,323,16250,17690,288,2305,1366,35,9,13,4,4,9,9,26571,30469,540,25546,28354,468,1025,2115,72,9,13,6,6,12,9
ESPORTSTMNT02_2673855,complete,,LCK,2022,Spring,1,26/03/2022 6:59,1,12.05,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Nautilus,Ryze,LeBlanc,Vex,Aphelios,1577,1,13,3,34,13,3,2,0,0,0,1,,,,0.4946,0.6088,0,2,2,2,2,0,1,0,1,0,0,,0,0,1,2,0,1,1,0,1,8,1,1,1,6,1,1,0,54433,2071.0082,,2357.6538,2246.5568,114,4.3373,44,1.6741,40,213,8.104,51191,33728,1283.2467,,47305,0.220241,,715,197,,,34.6988,15915,18991,353,14879,18543,346,1036,448,7,1,1,0,0,0,1,25792,30963,589,23037,30068,559,2755,895,30,1,1,0,0,0,1
ESPORTSTMNT02_2664035,complete,,LCK,2022,Spring,1,26/03/2022 8:38,2,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Twisted Fate,Ryze,Malphite,Gragas,1216,1,19,4,36,19,4,4,0,0,0,0,,,,0.9375,1.1349,1,2,0,2,0,0,0,0,1,0,1,,0,0,1,2,0,0,0,0,1,9,1,1,1,9,0,2,0,49054,2420.4276,,2125.0658,1375.0164,67,3.3059,25,1.2336,26,143,7.0559,44627,30846,1522.0066,,38360,0.242128,,575,163,,,36.4145,17599,19428,349,15438,17538,313,2161,1890,36,5,8,2,2,6,5,29749,31232,538,23373,27580,476,6376,3652,62,10,13,4,4,10,10
ESPORTSTMNT02_2664040,complete,,LCK,2022,Spring,1,26/03/2022 9:21,3,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Twisted Fate,Ryze,Xin Zhao,Nocturne,1918,1,20,11,39,20,11,2,0,0,0,1,,,,0.6257,0.9698,1,3,2,3,2,0,2,0,0,0,1,,0,0,1,2,0,1,1,0,1,10,2,1,1,12,3,2,0,59610,1864.755,,2262.5756,1971.7101,130,4.0667,53,1.658,47,264,8.2586,65072,44130,1380.5005,,58975,0.156307,,843,255,,,34.3483,18097,19056,324,14811,16384,288,3286,2672,36,7,14,2,2,3,7,28738,28842,481,23998,28027,445,4740,815,36,10,20,6,6,8,10
ESPORTSTMNT02_2674644,complete,,LCK,2022,Spring,1,2/04/2022 7:12,1,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Twisted Fate,Hecarim,Corki,Galio,1809,1,15,8,32,15,8,3,1,1,0,0,,,,0.4975,0.7629,0,3,2,3,2,3,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,8,1,1,1,0,2,1,0,57624,1911.2438,,2553.665,1756.2189,104,3.4494,45,1.4925,46,218,7.2305,56450,36620,1214.5937,,49935,0.0696301,,840,229,,,35.4561,16047,18890,341,15596,18155,314,451,735,27,2,5,2,2,2,2,24623,30767,541,23791,29538,523,832,1229,18,4,9,2,2,2,4
ESPORTSTMNT02_2674660,complete,,LCK,2022,Spring,1,2/04/2022 9:11,2,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Karma,Twisted Fate,Rakan,Renata Glasc,2138,0,17,29,35,17,29,2,0,0,0,1,,,,0.4771,1.2909,0,0,4,0,4,0,0,0,0,0,0,,0,0,1,2,0,1,1,1,1,4,7,1,1,8,2,0,1,90128,2529.3171,,2911.2348,2601.6651,127,3.5641,55,1.5435,57,259,7.2685,64080,40894,1147.6333,,60550,-0.0344898,,871,252,,,31.5154,16502,18429,352,15167,18833,312,1335,-404,40,2,4,2,2,2,2,25516,29542,556,23638,30378,528,1878,-836,28,3,7,3,3,2,3
ESPORTSTMNT02_2674677,complete,,LCK,2022,Spring,1,2/04/2022 10:20,3,12.05,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Hecarim,Ryze,Karma,Malphite,Rakan,2247,1,15,3,22,15,3,2,1,0,0,1,,,,0.4005,0.4806,0,2,4,2,4,0,0,0,2,0,0,,0,0,1,2,0,1,1,1,1,10,3,1,1,12,5,2,0,77363,2065.7677,,2662.0828,2074.3925,155,4.1389,80,2.1362,61,325,8.6782,69442,45145,1205.474,,64525,0.141909,,934,287,,,32.6035,16128,18908,331,15187,17672,287,941,1236,44,2,0,1,1,1,2,27934,30935,532,23274,28272,463,4660,2663,69,5,2,1,1,1,5
ESPORTSTMNT02_2674680,complete,,LCK,2022,Spring,1,2/04/2022 11:30,4,12.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Zeri,Twisted Fate,Hecarim,Malphite,Camille,1675,1,21,4,39,21,4,3,1,1,0,1,,,,0.7522,0.8955,0,2,2,2,2,0,0,2,0,0,0,,0,0,1,2,0,1,1,0,1,10,2,1,1,8,3,1,0,55252,1979.1761,,2412.3224,1451.1045,115,4.1194,46,1.6478,48,237,8.4896,56210,37747,1352.1313,,51525,0.243632,,729,212,,,33.7075,17104,19450,336,14770,18124,320,2334,1326,16,4,3,0,0,0,4,27501,31031,525,23253,28971,501,4248,2060,24,7,9,1,1,1,7
ESPORTSTMNT03_2701896,complete,,MSI,2022,,0,10/05/2022 7:29,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Leona,Nautilus,Ahri,Rakan,Rell,1563,1,23,11,36,23,11,2,0,0,0,0,,,,0.8829,1.3052,0,2,1,2,1,1,0,1,0,0,0,,0,0,1,2,0,1,1,0,0,10,1,1,1,11,5,2,0,70032,2688.3685,,2809.5585,1931.4779,94,3.6084,25,0.9597,36,175,6.7179,55789,38468,1476.6987,,52435,0.220763,,648,192,,,32.2457,16692,19258,321,16626,18317,321,66,941,0,3,3,4,4,4,3,27737,31728,528,26845,31034,524,892,694,4,6,6,7,7,9,6
ESPORTSTMNT03_2702237,complete,,MSI,2022,,0,11/05/2022 11:32,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Nautilus,Lucian,Leona,Jax,Gangplank,1245,1,25,4,38,25,4,2,0,0,0,1,,,,1.2048,1.3976,1,2,0,2,0,0,0,0,1,0,1,2,0,0,1,2,0,0,0,0,1,11,0,1,1,11,0,2,0,46989,2264.5301,,2771.6627,1413.9759,58,2.7952,21,1.012,17,151,7.2771,48088,34011,1639.0843,,42775,0.395755,,708,146,,,41.1566,19833,19849,321,14145,16759,307,5688,3090,14,9,12,0,0,0,9,31528,32465,514,21903,26758,460,9625,5707,54,15,17,2,2,2,15
ESPORTSTMNT03_2712615,complete,,MSI,2022,,0,12/05/2022 12:13,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Urgot,Nautilus,Renata Glasc,Xin Zhao,Poppy,1482,1,26,11,40,26,11,3,0,0,0,1,,,,1.0526,1.498,0,2,1,2,1,1,0,1,0,0,0,,0,0,1,2,0,1,1,0,1,10,1,1,1,10,4,1,0,65759,2662.3077,,2977.2065,1830.3239,113,4.5749,37,1.498,36,223,9.0283,57708,41214,1668.583,,50250,0.291826,,687,184,,,35.2632,18475,19513,362,16786,18782,281,1689,731,81,6,7,6,6,9,6,30359,32720,580,24878,29245,458,5481,3475,122,11,11,7,7,10,11
ESPORTSTMNT03_2713259,complete,,MSI,2022,,0,15/05/2022 6:37,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Urgot,Lucian,Ahri,Nautilus,Tryndamere,1422,1,18,6,28,18,6,3,0,0,0,0,,,,0.7595,1.0127,1,3,0,3,0,1,0,1,1,0,0,,0,0,0,0,2,1,1,0,1,10,2,1,1,7,4,1,0,44711,1886.5401,,2242.1097,1215.443,114,4.8101,34,1.4346,29,221,9.3249,50262,34380,1450.6329,,43808,0.155561,,655,176,,,35.0633,14953,18139,311,16108,18403,335,-1155,-264,-24,1,2,3,3,5,1,26780,32719,535,24510,28458,515,2270,4261,20,6,7,4,4,5,6
ESPORTSTMNT03_2713280,complete,,MSI,2022,,0,15/05/2022 8:26,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Leona,Nautilus,Rakan,Alistar,Ezreal,1335,1,20,8,32,20,8,1,0,0,0,0,,,,0.8989,1.2584,0,1,1,1,1,1,0,0,0,0,0,,0,0,1,2,0,1,1,0,1,10,0,1,1,12,1,2,0,46964,2110.7416,,2789.9775,1647.2809,77,3.4607,30,1.3483,23,162,7.2809,54294,39299,1766.2472,,49525,0.389828,,637,165,,,36.0449,18360,19030,324,15207,17598,283,3153,1432,41,5,7,3,3,3,5,32537,32461,527,23242,28147,448,9295,4314,79,12,15,5,5,5,12
ESPORTSTMNT03_2713300,complete,,MSI,2022,,0,15/05/2022 10:15,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Tristana,Lucian,Ahri,Nautilus,Karma,1314,1,17,5,26,17,5,2,0,0,0,1,,,,0.7763,1.0046,1,2,0,2,0,0,0,1,0,0,1,,0,0,1,2,0,1,1,0,1,8,1,1,1,8,1,1,0,46003,2100.5936,,2632.6941,1489.2237,59,2.6941,20,0.9132,19,142,6.484,45800,31019,1416.3927,,37550,0.108366,,620,151,,,35.2055,16662,18710,324,14854,17983,298,1808,727,26,4,6,1,1,1,4,28719,30713,514,22559,27314,463,6160,3399,51,9,12,2,2,2,9
ESPORTSTMNT03_2714142,complete,,MSI,2022,,0,20/05/2022 7:13,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,LeBlanc,Senna,Ahri,Gragas,Gangplank,2348,0,8,20,16,8,20,1,1,0,0,1,,,,0.2044,0.7155,1,3,3,3,3,0,1,0,2,0,0,,0,0,1,1,1,0,0,2,1,8,10,1,1,9,2,0,3,57949,1480.8092,,2648.8671,2746.6865,141,3.6031,64,1.6354,55,268,6.8484,69710,44382,1134.1227,,68800,-0.00254037,,1109,253,,,34.8041,16679,19636,368,14896,18406,341,1783,1230,27,1,1,0,0,0,1,27324,30615,575,22593,29321,548,4731,1294,27,2,3,0,0,0,2
ESPORTSTMNT03_2714207,complete,,MSI,2022,,0,20/05/2022 12:55,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Vex,Wukong,Rakan,Nautilus,Leona,1990,1,15,9,30,15,9,2,1,0,0,1,,,,0.4523,0.7236,0,4,1,4,1,0,3,0,0,0,1,,0,0,1,2,0,1,2,0,1,11,0,1,1,7,1,4,0,59568,1796.0201,,1971.7387,1928.804,151,4.5528,76,2.2915,38,354,10.6734,68272,46596,1404.9045,,57000,0.145882,,942,266,,,36.4221,16605,18773,343,15230,18563,314,1375,210,29,3,2,2,2,3,3,25847,30582,578,24359,30312,528,1488,270,50,3,2,3,3,4,3
ESPORTSTMNT03_2714336,complete,,MSI,2022,,0,21/05/2022 9:50,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Tristana,Galio,Volibear,Rakan,Gragas,1375,1,20,6,49,20,6,4,1,0,0,0,,,,0.8727,1.1345,0,1,2,1,2,0,0,1,0,0,0,,0,0,1,2,0,1,1,0,1,9,1,1,1,12,2,1,0,49397,2155.5055,,2346.72,1685.8473,77,3.36,25,1.0909,29,149,6.5018,50278,34875,1521.8182,,44208,0.246113,,641,188,,,36.1745,17956,19516,344,15250,18309,320,2706,1207,24,5,5,1,1,1,5,28708,31508,540,24582,30014,499,4126,1494,41,9,15,5,5,8,9
ESPORTSTMNT03_2714351,complete,,MSI,2022,,0,21/05/2022 11:41,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Wukong,Nocturne,Viego,Lee Sin,1957,0,14,24,29,14,24,1,0,0,0,1,,,,0.4292,1.165,0,3,2,3,2,0,1,0,0,0,2,,0,0,1,1,1,1,1,1,1,6,9,0,1,7,1,0,1,68623,2103.9244,,2718.5488,1953.909,99,3.0353,47,1.441,41,214,6.5611,57754,36415,1116.4538,,56058,-0.0235692,,769,208,,,29.954,15817,18673,340,15411,17245,292,406,1428,48,2,1,3,3,11,2,27289,29941,520,25672,30786,498,1617,-845,22,6,8,8,8,17,6
ESPORTSTMNT03_2714405,complete,,MSI,2022,,0,22/05/2022 7:36,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Wukong,Ahri,Lee Sin,Nocturne,1503,1,12,4,27,12,4,0,0,0,0,1,,,,0.479,0.6387,1,2,1,2,1,0,1,0,0,0,1,,0,0,1,2,0,1,1,0,1,8,1,1,1,8,3,1,0,45114,1800.9581,,2388.024,2088.7824,77,3.0739,35,1.3972,28,171,6.8263,50954,34245,1367.0659,,43483,0.115549,,660,196,,,34.1717,16300,18607,307,16043,19028,349,257,-421,-42,1,1,1,1,1,1,26313,30131,498,25104,30735,540,1209,-604,-42,3,3,3,3,4,3
ESPORTSTMNT03_2714443,complete,,MSI,2022,,0,22/05/2022 10:37,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,LeBlanc,Vex,Ahri,Nocturne,Ornn,2073,1,14,12,40,14,12,2,0,0,0,1,,,,0.4052,0.7525,0,2,3,2,3,0,0,0,1,0,1,,0,0,1,1,1,1,1,0,1,9,2,1,1,5,2,1,0,65701,1901.6208,,2562.547,2336.903,130,3.7627,63,1.8234,52,282,8.1621,66573,44050,1274.9638,,60558,0.142546,,884,243,,,32.6194,16178,17776,334,15305,17877,288,873,-101,46,2,3,3,3,2,2,27775,29634,542,23357,29249,476,4418,385,66,4,8,4,4,3,4
ESPORTSTMNT03_2714500,complete,,MSI,2022,,0,23/05/2022 9:11,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,LeBlanc,Yasuo,Twisted Fate,Rakan,Ezreal,1922,0,11,22,24,11,22,1,0,0,0,1,,,,0.3434,1.0302,0,3,1,3,1,1,0,0,0,0,2,3,0,0,1,2,0,0,0,2,1,5,8,1,1,10,1,0,1,67318,2101.4984,,3211.2799,2540.2289,113,3.5276,47,1.4672,51,236,7.3673,56118,35136,1096.8574,,53950,-0.0595794,,1027,221,,,38.9594,16437,17639,337,14512,17943,312,1925,-304,25,2,6,0,0,0,2,26238,28411,531,22028,28674,479,4210,-263,52,3,6,1,1,4,3
ESPORTSTMNT03_2714529,complete,,MSI,2022,,0,23/05/2022 11:09,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Wukong,Ornn,Xayah,Tahm Kench,1305,1,18,9,44,18,9,1,0,0,0,0,,,,0.8276,1.2414,1,1,2,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,9,2,1,1,11,5,1,0,40934,1882.023,,2084.3678,1466.1149,74,3.4023,35,1.6092,33,136,6.2529,44670,29981,1378.4368,,39760,0.0892503,,682,113,,,36.5517,16185,18054,324,16885,18783,308,-700,-729,16,1,0,5,5,5,1,27300,29143,511,25366,28063,488,1934,1080,23,6,11,6,6,8,6
ESPORTSTMNT03_2714582,complete,,MSI,2022,,0,24/05/2022 7:55,1,12.08,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Ahri,Lucian,Wukong,Ezreal,Senna,1406,1,24,9,54,24,9,6,0,0,0,1,,,,1.0242,1.4083,1,2,0,2,0,0,0,0,1,0,1,2,0,0,1,2,0,1,1,0,1,10,0,1,1,11,0,2,0,60488,2581.2802,,2338.8478,1723.229,71,3.0299,31,1.3229,29,164,6.9986,52871,37152,1585.4339,,44485,0.233043,,753,159,,,38.9189,17663,19403,336,15031,17515,301,2632,1888,35,3,2,2,2,2,3,28749,30601,519,23940,28901,469,4809,1700,50,6,9,6,6,7,6
ESPORTSTMNT03_2714611,complete,,MSI,2022,,0,24/05/2022 10:13,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Jax,Galio,Volibear,Ezreal,Kai'Sa,1949,1,12,10,29,12,10,1,0,0,0,1,,,,0.3694,0.6773,0,3,2,3,2,0,0,3,0,0,0,,0,0,1,2,0,1,1,0,1,8,3,1,1,6,1,1,0,56796,1748.4659,,2640.4926,2455.567,125,3.8481,55,1.6932,42,267,8.2196,62011,40753,1254.5818,,53530,-0.0514706,,943,235,,,36.2648,15451,18458,344,16457,19250,324,-1006,-792,20,1,1,3,3,4,1,24652,29540,543,25694,31155,525,-1042,-1615,18,1,1,5,5,7,1
ESPORTSTMNT03_2714838,complete,,MSI,2022,,0,28/05/2022 8:17,1,12.08,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Yasuo,Ornn,Nocturne,Kai'Sa,Senna,1451,1,13,7,27,13,7,1,0,0,0,1,,,,0.5376,0.827,1,3,0,3,0,1,1,0,0,0,1,3,0,0,1,2,0,1,1,0,1,11,0,1,1,13,2,2,0,44409,1836.3473,,2150.0345,1413.9904,82,3.3908,42,1.7367,36,189,7.8153,50878,34700,1434.8725,,46945,0.276038,,826,197,,,42.3019,19484,18254,306,15977,16556,278,3507,1698,28,4,6,4,4,6,4,29739,30204,536,23557,26636,446,6182,3568,90,5,9,5,5,9,5
