gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT06_2540974,complete,,LCK,2022,Summer,0,27/07/2022 6:14,1,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Sylas,Lucian,Kalista,Sejuani,Wukong,1825,1,12,3,34,12,3,2,0,0,0,1,,,,0.3945,0.4932,0,2,2,2,2,2,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,9,2,0,1,8,3,1,0,59762,1964.7781,,2598.2137,2404.5041,113,3.7151,44,1.4466,41,217,7.1342,59845,39852,1310.2027,,51283,0.115788,,865,197,,,34.9151,16825,16805,309,15396,18602,339,1429,-1797,-30,1,2,0,0,0,1,25010,27945,512,24189,30453,547,821,-2508,-35,1,2,2,2,5,1
ESPORTSTMNT06_2531013,complete,,LCK,2022,Summer,0,27/07/2022 8:40,2,12.13,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Sylas,Kalista,Taliyah,Gangplank,Renekton,2008,0,6,14,19,6,14,0,0,0,0,1,,,,0.1793,0.5976,0,1,4,1,4,0,0,1,0,0,0,,0,0,1,2,0,0,0,2,1,6,8,1,1,10,3,0,1,51588,1541.4741,,2665.249,2764.8406,124,3.7052,34,1.0159,46,217,6.4841,55668,33808,1010.1992,,53933,-0.0232194,,855,195,,,31.3745,15873,19719,374,15464,19320,356,409,399,18,0,0,0,0,0,0,25764,29928,554,24151,31592,535,1613,-1664,19,1,3,2,2,4,1
ESPORTSTMNT06_2531015,complete,,LCK,2022,Summer,0,27/07/2022 9:37,3,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Sylas,Kalista,Lucian,Skarner,Wukong,1930,1,12,8,39,12,8,2,1,1,1,0,,,,0.3731,0.6218,1,3,2,3,2,0,1,1,1,0,0,,0,0,1,2,0,1,1,0,0,8,3,1,1,8,5,1,0,70505,2191.8653,,2273.4404,2289.3575,100,3.1088,43,1.3368,42,218,6.7772,57321,36257,1127.1606,,49900,-0.0288367,,763,215,,,30.4041,15120,18034,330,16208,17631,312,-1088,403,18,0,0,3,3,5,0,24036,28152,503,25463,29913,511,-1427,-1761,-8,1,1,5,5,8,1
ESPORTSTMNT06_2531456,complete,,LCK,2022,Summer,0,30/07/2022 10:41,1,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Kalista,Singed,Wukong,Vi,2155,0,6,9,14,6,9,0,0,0,0,1,,,,0.1671,0.4176,0,1,4,1,4,0,0,0,0,0,1,,0,0,0,1,1,0,0,1,1,3,9,0,0,4,0,0,1,46181,1285.7819,,2118.3202,1893.2715,116,3.2297,80,2.2274,47,233,6.4872,58257,34898,971.6381,,55720,-0.0836593,,946,231,,,32.7703,17041,19078,361,14808,18732,325,2233,346,36,1,2,0,0,0,1,25538,31036,565,22391,30011,533,3147,1025,32,2,4,0,0,0,2
ESPORTSTMNT06_2531479,complete,,LCK,2022,Summer,0,30/07/2022 12:26,2,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Kalista,Skarner,Aphelios,Gwen,Sylas,1494,0,4,15,11,4,15,0,0,0,0,1,,,,0.1606,0.7631,0,1,2,1,2,0,0,0,1,0,0,,0,0,1,2,0,0,0,1,1,3,10,1,1,5,4,0,1,44615,1791.7671,,3161.004,2391.8072,77,3.0924,30,1.2048,29,142,5.7028,39500,22883,918.996,,35300,-0.241769,,603,115,,,28.8353,15575,18062,315,15692,18403,342,-117,-341,-27,1,2,1,1,2,1,24425,28220,488,25124,29725,549,-699,-1505,-61,2,4,2,2,3,2
ESPORTSTMNT06_2532067,complete,,LCK,2022,Summer,0,4/08/2022 10:35,1,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Kalista,Lulu,Trundle,Rakan,1944,1,17,2,35,17,2,3,0,0,0,1,,,,0.5247,0.5864,0,2,2,2,2,0,0,0,1,0,1,,0,0,1,2,0,1,1,0,1,11,0,1,1,3,1,2,0,65849,2032.3765,,2556.9753,2235.3704,117,3.6111,54,1.6667,41,260,8.0247,67435,46228,1426.7901,,61730,0.265737,,984,267,,,38.6111,15826,18259,340,14812,18146,328,1014,113,12,2,3,0,0,0,2,24851,29909,558,23021,29633,547,1830,276,11,3,3,0,0,0,3
ESPORTSTMNT06_2532090,complete,,LCK,2022,Summer,0,4/08/2022 12:10,2,12.13,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Yuumi,Lucian,Kalista,Leona,Rakan,1680,1,20,4,62,20,4,3,1,1,0,1,,,,0.7143,0.8571,0,3,1,3,1,0,2,0,0,0,1,,0,0,1,1,1,1,1,0,1,10,2,1,1,6,3,3,0,70435,2515.5357,,2670.3929,3151.4286,89,3.1786,31,1.1071,41,186,6.6429,58277,39763,1420.1071,,49910,0.171463,,703,226,,,33.1786,15462,17994,316,14847,18023,341,615,-29,-25,1,3,0,0,0,1,24779,29193,524,23421,29637,561,1358,-444,-37,1,3,0,0,0,1
ESPORTSTMNT06_2542204,complete,,LCK,2022,Summer,0,7/08/2022 7:14,1,12.13,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Taliyah,Yuumi,Poppy,Gwen,Akali,1743,1,16,9,38,16,9,2,2,1,0,1,,,,0.5508,0.8606,1,4,0,4,0,1,0,1,0,0,2,,0,0,0,1,1,1,1,0,0,10,1,1,1,1,5,1,0,64968,2236.42,,2393.7349,2303.8554,102,3.5112,38,1.3081,41,230,7.9174,58688,39531,1360.7917,,53563,0.178553,,800,230,,,35.4561,16413,19129,339,15011,18646,335,1402,483,4,2,3,1,1,0,2,25674,31170,565,24968,30349,547,706,821,18,3,4,4,4,8,3
ESPORTSTMNT06_2542219,complete,,LCK,2022,Summer,0,7/08/2022 8:39,2,12.13,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Taliyah,Poppy,Yuumi,Gnar,Leona,2043,0,2,21,2,2,21,0,0,0,0,0,,,,0.0587,0.6755,0,1,4,1,4,0,1,0,0,0,0,,0,0,1,2,0,0,0,2,0,4,11,0,0,3,2,0,3,73972,2172.4523,,3067.7827,2663.2599,108,3.1718,47,1.3803,42,225,6.6079,56040,33823,993.3333,,53200,-0.150771,,945,195,,,33.4802,15801,18714,343,15597,18561,313,204,153,30,1,2,2,2,1,1,24575,29759,543,24253,30195,505,322,-436,38,1,2,4,4,6,1
ESPORTSTMNT06_2542222,complete,,LCK,2022,Summer,0,7/08/2022 9:39,3,12.13,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Taliyah,Sylas,Gwen,Blitzcrank,2090,1,20,15,56,20,15,4,1,0,0,1,,,,0.5742,1.0048,1,4,1,4,1,0,1,3,0,0,0,,0,0,1,1,1,0,1,1,1,9,3,1,1,9,6,2,0,93093,2672.5263,,3637.6364,3368.8995,102,2.9282,64,1.8373,49,269,7.7225,67363,44667,1282.3062,,63580,0.0595214,,802,202,,,28.823,17342,19009,339,15140,17542,303,2202,1467,36,2,1,1,1,2,2,26635,29247,494,24481,28856,462,2154,391,32,6,8,5,5,9,6
ESPORTSTMNT04_2450715,complete,,LCK,2022,Summer,0,10/08/2022 11:12,1,12.14,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Kalista,Yuumi,Ornn,Leona,1830,0,5,17,18,5,17,0,0,0,0,0,,,,0.1639,0.7213,0,0,3,0,3,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,2,9,0,0,4,6,0,1,46410,1521.6393,,2610.4262,2289.9672,105,3.4426,37,1.2131,51,205,6.7213,49247,29203,957.4754,,48625,-0.0593664,,807,203,,,33.1148,14989,17414,327,15551,17841,329,-562,-427,-2,0,0,1,1,3,0,24095,28087,503,25618,29738,508,-1523,-1651,-5,2,8,6,6,17,2
ESPORTSTMNT04_2450722,complete,,LCK,2022,Summer,0,10/08/2022 12:15,2,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Sivir,Zeri,Sylas,Ornn,1427,0,8,21,13,8,21,0,0,0,0,0,,,,0.3364,1.2193,0,0,3,0,3,0,0,0,0,0,0,,0,0,1,2,0,0,0,1,0,2,8,1,0,5,6,0,1,52482,2206.6713,,3370.9741,2174.0855,64,2.691,28,1.1773,31,133,5.5922,38538,22605,950.4555,,36025,-0.175487,,573,116,,,28.9699,15267,18783,325,15393,18005,337,-126,778,-12,1,2,1,1,1,1,25093,29308,482,26073,29870,504,-980,-562,-22,5,10,6,6,14,5
ESPORTSTMNT04_2451162,complete,,LCK,2022,Summer,0,13/08/2022 11:04,1,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Renata Glasc,Sylas,Amumu,Poppy,Gragas,1885,1,17,5,48,17,5,3,0,0,0,0,,,,0.5411,0.7003,0,4,1,4,1,3,0,1,0,0,0,,0,0,1,2,0,1,1,0,1,9,2,1,1,4,2,1,0,66203,2107.2573,,2934.2706,2740.9019,95,3.0239,50,1.5915,45,240,7.6393,61083,40478,1288.4244,,54730,0.138308,,830,239,,,34.0265,15960,19494,372,15517,18682,337,443,812,35,0,0,1,1,1,0,25240,30124,555,24378,30104,538,862,20,17,3,10,3,3,5,3
ESPORTSTMNT04_2451186,complete,,LCK,2022,Summer,0,13/08/2022 12:48,2,12.14,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Sivir,Poppy,Kalista,Leona,Gwen,1874,1,21,7,54,21,7,3,0,0,0,1,,,,0.6724,0.8965,1,4,1,4,1,2,0,0,1,0,1,,0,0,1,2,0,1,2,0,1,10,1,1,1,7,3,1,0,87362,2797.0758,,3227.9936,2929.0822,90,2.8815,47,1.5048,40,246,7.8762,64679,44186,1414.7065,,58010,0.159818,,731,200,,,29.8079,18456,19356,347,15235,18817,340,3221,539,7,2,4,0,0,0,2,26745,30691,560,23342,29456,531,3403,1235,29,2,4,1,1,3,2
ESPORTSTMNT04_2451769,complete,,LCK,2022,Summer,1,21/08/2022 7:42,1,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Renata Glasc,Kalista,Alistar,Nilah,1504,1,18,7,47,18,7,3,1,0,0,1,,,,0.7181,0.9973,0,1,2,1,2,1,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,8,2,1,1,5,6,1,0,64990,2592.6862,,2749.4282,2526.1037,79,3.1516,45,1.7952,30,176,7.0213,48756,32037,1278.0718,,43630,0.140693,,629,149,,,31.0372,16569,18005,311,15992,17988,311,577,17,0,3,5,1,1,4,3,26408,29887,502,25009,29270,501,1399,617,1,5,8,2,2,5,5
ESPORTSTMNT04_2451770,complete,,LCK,2022,Summer,1,21/08/2022 8:33,2,12.14,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Renata Glasc,Sivir,Lucian,Taliyah,Trundle,1534,1,16,10,38,16,10,1,0,0,0,1,,,,0.6258,1.0169,0,1,1,1,1,1,0,0,0,0,0,,0,0,0,0,2,1,1,0,0,7,2,0,1,2,4,1,0,58913,2304.2894,,2948.0183,2042.1904,91,3.5593,40,1.5645,28,177,6.9231,50391,33366,1305.0587,,44943,0.0929761,,671,144,,,31.8774,16907,17112,276,16513,16948,291,394,164,-15,5,13,4,4,9,5,24714,26996,449,25046,26749,462,-332,247,-13,6,16,6,6,13,6
ESPORTSTMNT04_2451771,complete,,LCK,2022,Summer,1,21/08/2022 9:22,3,12.14,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Lucian,Sivir,Renata Glasc,Taliyah,Trundle,2297,0,8,15,22,8,15,1,1,0,0,1,,,,0.209,0.6008,0,1,4,1,4,0,0,0,1,0,0,,0,0,0,0,2,0,0,2,0,3,10,1,1,2,8,0,2,51987,1357.9539,,2679.0509,2315.603,139,3.6308,77,2.0113,51,315,8.2281,61334,36527,954.1228,,59825,-0.116934,,1036,192,,,32.0766,15012,17016,312,17094,19197,356,-2082,-2181,-44,1,2,2,2,5,1,23621,28775,515,26364,30488,573,-2743,-1713,-58,2,3,2,2,5,2
ESPORTSTMNT04_2451774,complete,,LCK,2022,Summer,1,21/08/2022 10:23,4,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Renata Glasc,Lucian,Kalista,Xayah,Gwen,1969,0,6,18,10,6,18,1,0,0,0,1,,,,0.1828,0.7313,1,1,4,1,4,0,1,0,0,0,0,,0,0,0,1,1,1,2,0,0,4,7,1,1,3,4,0,1,40474,1233.3367,,2523.352,2555.4088,101,3.0777,53,1.615,43,242,7.3743,56038,34576,1053.611,,54875,0.0464292,,858,211,,,32.5749,15949,19409,328,15867,17122,281,82,2287,47,2,2,3,3,10,2,24245,30592,520,26278,30056,469,-2033,536,51,3,3,7,7,13,3
ESPORTSTMNT04_2451777,complete,,LCK,2022,Summer,1,21/08/2022 11:18,5,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Renata Glasc,Lucian,Kalista,Nautilus,Yone,2572,1,10,2,30,10,2,2,1,0,0,1,,,,0.2333,0.2799,0,4,3,4,2,0,0,3,1,0,0,,0,1,1,1,1,1,2,0,0,9,3,0,0,2,3,1,0,52666,1228.6003,,1976.4075,2114.5568,177,4.1291,101,2.3561,61,364,8.4914,75954,48342,1127.7294,,72808,0.0862937,,1131,258,,,32.4028,14847,18114,313,15466,18839,321,-619,-725,-8,0,0,0,0,0,0,22728,27955,496,23582,29462,515,-854,-1507,-19,0,0,0,0,0,0
ESPORTSTMNT04_2451974,complete,,LCK,2022,Summer,1,28/08/2022 2:32,1,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Lucian,Yuumi,Morgana,Renekton,2294,0,8,19,18,8,19,0,0,0,0,1,,,,0.2092,0.7062,0,1,5,1,4,1,0,0,0,0,0,,0,1,1,2,0,0,1,2,0,3,10,1,0,4,2,0,2,71790,1877.6809,,3041.4821,2824.3679,110,2.8771,76,1.9878,50,277,7.245,63409,38632,1010.4272,,63075,-0.123815,,1027,210,,,32.354,15334,18710,352,15912,19467,381,-578,-757,-29,0,0,0,0,0,0,24729,31025,553,24773,30079,584,-44,946,-31,2,4,0,0,0,2
ESPORTSTMNT04_2472110,complete,,LCK,2022,Summer,1,28/08/2022 7:27,2,12.14,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Lucian,Azir,Vi,Wukong,1572,0,2,17,4,2,17,0,0,0,0,0,,,,0.0763,0.7252,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,0,10,0,0,1,10,0,2,46330,1768.3206,,2659.6947,1710.3053,83,3.1679,38,1.4504,32,155,5.916,38822,21410,817.1756,,35943,-0.360975,,721,142,,,32.9389,15274,18616,339,17535,20407,333,-2261,-1791,6,0,0,4,4,6,0,22539,28792,515,28071,32724,540,-5532,-3932,-25,0,0,6,6,9,0
ESPORTSTMNT04_2472111,complete,,LCK,2022,Summer,1,28/08/2022 8:18,3,12.14,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Poppy,Kalista,Sejuani,Wukong,Skarner,2068,0,3,11,6,3,11,0,0,0,0,1,,,,0.087,0.4062,0,2,3,2,3,1,0,0,1,0,0,,0,0,1,2,0,1,1,1,0,5,8,1,0,5,5,0,1,51760,1501.7408,,2677.9787,2625.5803,99,2.8723,77,2.234,48,266,7.7176,56274,33802,980.7157,,56520,0.00826116,,900,223,,,32.5822,15673,17791,316,15981,18747,336,-308,-956,-20,1,1,1,1,1,1,25101,29682,525,25616,30213,550,-515,-531,-25,2,3,1,1,1,2
ESPORTSTMNT02_3045232,complete,,WCS,2022,,0,8/10/2022 1:07,1,12.18,100,Blue,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,LeBlanc,Maokai,Graves,Renekton,Jarvan IV,1371,1,18,6,51,18,6,4,1,0,0,0,,,,0.7877,1.0503,0,2,1,2,1,1,0,1,0,0,0,,0,0,0,1,1,0,0,1,1,8,0,1,1,5,4,1,0,55226,2416.8928,,2994.8796,2107.7462,67,2.9322,14,0.6127,28,126,5.5142,45553,30191,1321.2691,,39580,0.121825,,556,157,,,31.2035,15356,18377,327,14734,18843,315,622,-466,12,0,0,0,0,0,0,25348,30133,529,22416,28175,471,2932,1958,58,2,5,1,1,2,2
ESPORTSTMNT02_3045472,complete,,WCS,2022,,0,8/10/2022 22:46,1,12.18,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Maokai,Sejuani,Yuumi,Pyke,Kalista,1753,0,7,19,12,7,19,1,0,0,0,0,,,,0.2396,0.8899,1,2,2,2,2,0,0,1,1,0,0,,0,0,0,1,1,0,0,1,0,4,10,1,0,1,9,0,2,46118,1578.4826,,3127.8722,2177.3873,95,3.2516,28,0.9584,42,172,5.8871,45639,26380,902.9093,,44425,-0.163972,,701,144,,,28.9218,14927,17629,312,15641,17364,281,-714,265,31,1,2,2,2,4,1,23021,27938,484,25795,29077,472,-2774,-1139,12,2,3,4,4,5,2
ESPORTSTMNT02_3045877,complete,,WCS,2022,,0,9/10/2022 23:50,1,12.18,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Yuumi,Sejuani,Maokai,Renata Glasc,Tahm Kench,1500,1,18,3,40,18,3,3,2,2,0,1,,,,0.72,0.84,1,2,0,2,0,1,1,0,0,0,0,,0,0,1,2,0,1,1,0,1,11,0,1,1,8,1,3,0,52476,2099.04,,2416.28,2223.88,83,3.32,35,1.4,41,195,7.8,53769,37091,1483.64,,48285,0.320836,,716,170,,,35.44,15710,18787,352,14363,17821,316,1347,966,36,1,2,0,0,0,1,25606,30122,569,22002,28094,509,3604,2028,60,1,2,0,0,0,1
